Zona;Subzona;Cantón;Presunta_Subinfracción;Fecha de Detención;Sexo;Edad;Nacionalidad
ZONA 2;PICHINCHA;RUMIÐAHUI;CONTRAVENCIÓN DE HURTO;7/10/2019;HOMBRE;27;ECUATORIANO
ZONA 4;MANABI;SAN VICENTE;CONTRAVENCIONES DE PRIMERA CLASE;7/10/2019;HOMBRE;21;ECUATORIANO
ZONA 7;EL ORO;SANTA ROSA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;7/10/2019;HOMBRE;39;ECUATORIANO
ZONA 4;MANABI;SAN VICENTE;CONTRAVENCIONES DE PRIMERA CLASE;7/10/2019;HOMBRE;20;ECUATORIANO
ZONA 4;MANABI;JAMA;PARALIZACIÓN DE UN SERVICIO PÚBLICO;7/10/2019;HOMBRE;19;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;INGRESO DE ARTÍCULOS PROHIBIDOS;7/10/2019;MUJER;40;ECUATORIANO
ZONA 4;MANABI;JAMA;PARALIZACIÓN DE UN SERVICIO PÚBLICO;7/10/2019;HOMBRE;27;ECUATORIANO
ZONA 5;SANTA ELENA;SANTA ELENA;CONTRAVENCIONES DE SEGUNDA CLASE;7/10/2019;HOMBRE;30;VENEZOLANO
ZONA 2;ORELLANA;ORELLANA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;7/10/2019;MUJER;26;ECUATORIANO
ZONA 2;ORELLANA;ORELLANA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;7/10/2019;MUJER;46;COLOMBIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;BOLETA DE APREMIO;7/10/2019;HOMBRE;26;ECUATORIANO
ZONA 6;MORONA SANTIAGO;MORONA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;7/10/2019;HOMBRE;28;ECUATORIANO
ZONA 4;MANABI;MANTA;TENTATIVA ;7/10/2019;HOMBRE;23;COLOMBIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;HURTO;7/10/2019;HOMBRE;35;ECUATORIANO
ZONA 7;EL ORO;PASAJE;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;7/10/2019;HOMBRE;32;ECUATORIANO
ZONA 2;PICHINCHA;RUMIÐAHUI;CONTRAVENCIONES DE SEGUNDA CLASE;7/10/2019;HOMBRE;35;ECUATORIANO
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;ABUSO SEXUAL;7/10/2019;HOMBRE;15;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;ROBO A PERSONAS;7/10/2019;HOMBRE;19;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;ROBO A PERSONAS;7/10/2019;HOMBRE;15;ECUATORIANO
ZONA 9;DMQ;QUITO;DAÑO A BIEN AJENO;7/10/2019;HOMBRE;52;ECUATORIANO
ZONA 1;IMBABURA;PIMAMPIRO;ASESINATO;7/10/2019;HOMBRE;28;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;7/10/2019;MUJER;18;ECUATORIANO
ZONA 1;IMBABURA;PIMAMPIRO;ASESINATO;7/10/2019;HOMBRE;33;ECUATORIANO
ZONA 7;EL ORO;MACHALA;BOLETA DE APREMIO;7/10/2019;HOMBRE;36;ECUATORIANO
ZONA 7;LOJA;LOJA;BOLETA DE APREMIO;7/10/2019;HOMBRE;26;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;TENENCIA Y PORTE DE ARMAS;7/10/2019;HOMBRE;19;ECUATORIANO
ZONA 1;CARCHI;TULCAN;BOLETA DE APREMIO;7/10/2019;HOMBRE;33;ECUATORIANO
ZONA 5;LOS RIOS;VINCES;ABUSO SEXUAL;7/10/2019;HOMBRE;30;ECUATORIANO
ZONA 5;LOS RIOS;VINCES;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;7/10/2019;HOMBRE;26;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;7/10/2019;HOMBRE;25;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VIOLACIÓN DE PROPIEDAD PRIVADA;7/10/2019;HOMBRE;20;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;7/10/2019;HOMBRE;41;ECUATORIANO
ZONA 7;EL ORO;LAS LAJAS;PARALIZACIÓN DE UN SERVICIO PÚBLICO;7/10/2019;HOMBRE;31;ECUATORIANO
ZONA 7;EL ORO;LAS LAJAS;PARALIZACIÓN DE UN SERVICIO PÚBLICO;7/10/2019;HOMBRE;19;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;TENENCIA Y PORTE DE ARMAS;7/10/2019;HOMBRE;18;ECUATORIANO
ZONA 4;MANABI;JIPIJAPA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;7/10/2019;HOMBRE;50;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;TENENCIA Y PORTE DE ARMAS;7/10/2019;HOMBRE;20;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;ROBO A INSTITUCIONES EDUCATIVAS ;7/10/2019;HOMBRE;21;ECUATORIANO
ZONA 5;GUAYAS;MILAGRO;ROBO A PERSONAS;7/10/2019;HOMBRE;20;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;INGRESO DE ARTÍCULOS PROHIBIDOS;7/10/2019;MUJER;19;ECUATORIANO
ZONA 5;GUAYAS;SANTA LUCIA;PARALIZACIÓN DE UN SERVICIO PÚBLICO;7/10/2019;HOMBRE;20;ECUATORIANO
ZONA 4;MANABI;JIPIJAPA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;7/10/2019;MUJER;29;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;TENENCIA Y PORTE DE ARMAS;7/10/2019;HOMBRE;23;ECUATORIANO
ZONA 6;MORONA SANTIAGO;MORONA;PARALIZACIÓN DE UN SERVICIO PÚBLICO;7/10/2019;HOMBRE;16;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;CONTRAVENCIONES DE SEGUNDA CLASE;7/10/2019;HOMBRE;18;ECUATORIANO
ZONA 4;MANABI;MONTECRISTI;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;7/10/2019;HOMBRE;27;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;7/10/2019;HOMBRE;23;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;TENTATIVA ;7/10/2019;HOMBRE;27;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;TENTATIVA ;7/10/2019;HOMBRE;17;ECUATORIANO
ZONA 5;SANTA ELENA;SALINAS;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;7/10/2019;HOMBRE;39;ECUATORIANO
ZONA 9;DMQ;QUITO;OTROS ROBOS;7/10/2019;MUJER;40;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;CONTRAVENCIONES DE SEGUNDA CLASE;7/10/2019;HOMBRE;22;ECUATORIANO
ZONA 6;AZUAY;CUENCA;CONTRAVENCIONES DE SEGUNDA CLASE;7/10/2019;MUJER;24;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;7/10/2019;HOMBRE;40;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;CONTRAVENCIONES DE SEGUNDA CLASE;7/10/2019;HOMBRE;40;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;CONTRAVENCIONES DE SEGUNDA CLASE;7/10/2019;HOMBRE;44;ECUATORIANO
ZONA 7;LOJA;LOJA;ATAQUE O RESISTENCIA;7/10/2019;HOMBRE;21;ECUATORIANO
ZONA 6;CAÑAR;AZOGUES;ATAQUE O RESISTENCIA;7/10/2019;HOMBRE;41;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;CONTRAVENCIONES DE SEGUNDA CLASE;7/10/2019;HOMBRE;31;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;CONTRAVENCIONES DE SEGUNDA CLASE;7/10/2019;HOMBRE;26;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;CONTRAVENCIONES DE SEGUNDA CLASE;7/10/2019;HOMBRE;33;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;CONTRAVENCIONES DE SEGUNDA CLASE;7/10/2019;HOMBRE;21;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;7/10/2019;HOMBRE;47;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;CONTRAVENCIONES DE SEGUNDA CLASE;7/10/2019;HOMBRE;18;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;CONTRAVENCIONES DE SEGUNDA CLASE;7/10/2019;HOMBRE;21;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;CONTRAVENCIONES DE SEGUNDA CLASE;7/10/2019;HOMBRE;28;ECUATORIANO
ZONA 7;LOJA;LOJA;ATAQUE O RESISTENCIA;7/10/2019;HOMBRE;22;ECUATORIANO
ZONA 7;LOJA;LOJA;ATAQUE O RESISTENCIA;7/10/2019;HOMBRE;22;ECUATORIANO
ZONA 7;LOJA;LOJA;ATAQUE O RESISTENCIA;7/10/2019;HOMBRE;20;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;7/10/2019;HOMBRE;36;ECUATORIANO
ZONA 9;DMQ;QUITO;INTIMIDACIÓN;7/10/2019;HOMBRE;36;ECUATORIANO
ZONA 7;LOJA;LOJA;ATAQUE O RESISTENCIA;7/10/2019;HOMBRE;19;ECUATORIANO
ZONA 5;GUAYAS;MILAGRO;BOLETA DE AUXILIO;7/10/2019;HOMBRE;38;ECUATORIANO
ZONA 6;AZUAY;CUENCA;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;8/10/2019;HOMBRE;50;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;ATAQUE O RESISTENCIA;7/10/2019;HOMBRE;29;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;CONTRAVENCIONES DE SEGUNDA CLASE;7/10/2019;MUJER;26;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;ATAQUE O RESISTENCIA;7/10/2019;HOMBRE;25;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;ATAQUE O RESISTENCIA;7/10/2019;HOMBRE;41;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;7/10/2019;HOMBRE;22;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;ATAQUE O RESISTENCIA;7/10/2019;HOMBRE;21;ECUATORIANO
ZONA 7;LOJA;LOJA;ATAQUE O RESISTENCIA;7/10/2019;HOMBRE;18;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;ATAQUE O RESISTENCIA;7/10/2019;HOMBRE;21;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;7/10/2019;HOMBRE;21;ECUATORIANO
ZONA 7;LOJA;LOJA;ATAQUE O RESISTENCIA;7/10/2019;HOMBRE;18;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;ATAQUE O RESISTENCIA;7/10/2019;HOMBRE;28;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;ATAQUE O RESISTENCIA;7/10/2019;HOMBRE;19;ECUATORIANO
ZONA 9;DMQ;QUITO;DAÑO A BIEN AJENO;7/10/2019;HOMBRE;18;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;ATAQUE O RESISTENCIA;7/10/2019;HOMBRE;24;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;ATAQUE O RESISTENCIA;7/10/2019;HOMBRE;27;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;ATAQUE O RESISTENCIA;7/10/2019;HOMBRE;28;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;ATAQUE O RESISTENCIA;7/10/2019;HOMBRE;42;ECUATORIANO
ZONA 6;AZUAY;CUENCA;CONTRAVENCIONES DE PRIMERA CLASE;7/10/2019;HOMBRE;30;ECUATORIANO
ZONA 6;AZUAY;CUENCA;CONTRAVENCIONES DE PRIMERA CLASE;7/10/2019;HOMBRE;30;ECUATORIANO
ZONA 4;MANABI;CHONE;DAÑOS MATERIALES;8/10/2019;HOMBRE;23;COLOMBIANO
ZONA 8;DMG;GUAYAQUIL;ABUSO SEXUAL;8/10/2019;HOMBRE;50;ECUATORIANO
ZONA 9;DMQ;QUITO;DAÑO A BIEN AJENO;7/10/2019;HOMBRE;14;ECUATORIANO
ZONA 9;DMQ;QUITO;DAÑO A BIEN AJENO;7/10/2019;HOMBRE;17;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;7/10/2019;HOMBRE;24;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;7/10/2019;HOMBRE;29;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;7/10/2019;HOMBRE;28;ECUATORIANO
ZONA 9;DMQ;QUITO;DAÑO A BIEN AJENO;7/10/2019;HOMBRE;SIN DATO;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;7/10/2019;MUJER;30;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;7/10/2019;MUJER;49;ECUATORIANO
ZONA 9;DMQ;QUITO;DAÑO A BIEN AJENO;8/10/2019;HOMBRE;20;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;ATAQUE O RESISTENCIA;7/10/2019;HOMBRE;25;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A UNIDADES ECONOMICAS;7/10/2019;HOMBRE;18;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;ATAQUE O RESISTENCIA;7/10/2019;HOMBRE;22;ECUATORIANO
ZONA 8;DMG;DURAN;BOLETA DE DETENCIÓN/CAPTURA;8/10/2019;HOMBRE;34;ECUATORIANO
ZONA 8;DMG;DURAN;PARALIZACIÓN DE UN SERVICIO PÚBLICO;8/10/2019;HOMBRE;39;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;VIOLACIÓN DE PROPIEDAD PRIVADA;7/10/2019;HOMBRE;25;ECUATORIANO
ZONA 5;GUAYAS;DAULE;ROBO A PERSONAS;7/10/2019;HOMBRE;27;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;ATAQUE O RESISTENCIA;7/10/2019;HOMBRE;22;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;ROBO A PERSONAS;7/10/2019;HOMBRE;19;VENEZOLANO
ZONA 5;GUAYAS;SAN JACINTO DE YAGUACHI;CONTRAVENCIONES DE PRIMERA CLASE;7/10/2019;HOMBRE;27;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;SABOTAJE;7/10/2019;HOMBRE;37;ECUATORIANO
ZONA 5;GUAYAS;SAN JACINTO DE YAGUACHI;CONTRAVENCIONES DE PRIMERA CLASE;7/10/2019;HOMBRE;23;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;SABOTAJE;7/10/2019;HOMBRE;57;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;SABOTAJE;7/10/2019;HOMBRE;54;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;SABOTAJE;7/10/2019;HOMBRE;38;ECUATORIANO
ZONA 9;DMQ;QUITO;ATAQUE O RESISTENCIA;7/10/2019;HOMBRE;21;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;SABOTAJE;7/10/2019;HOMBRE;41;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;SABOTAJE;7/10/2019;HOMBRE;55;ECUATORIANO
ZONA 9;DMQ;QUITO;ATAQUE O RESISTENCIA;7/10/2019;HOMBRE;18;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;CONTRAVENCIONES DE PRIMERA CLASE;8/10/2019;HOMBRE;38;ECUATORIANO
ZONA 5;SANTA ELENA;SANTA ELENA;BOLETA DE DETENCIÓN/CAPTURA;7/10/2019;HOMBRE;33;ECUATORIANO
ZONA 7;EL ORO;EL GUABO;ROBO A PERSONAS;7/10/2019;HOMBRE;24;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;8/10/2019;HOMBRE;51;ECUATORIANO
ZONA 4;MANABI;PEDERNALES;CONTRAVENCIONES DE PRIMERA CLASE;7/10/2019;HOMBRE;18;ECUATORIANO
ZONA 4;MANABI;PEDERNALES;CONTRAVENCIONES DE PRIMERA CLASE;7/10/2019;HOMBRE;24;ECUATORIANO
ZONA 5;GUAYAS;BALAO;PARALIZACIÓN DE UN SERVICIO PÚBLICO;7/10/2019;HOMBRE;34;ECUATORIANO
ZONA 4;MANABI;PEDERNALES;CONTRAVENCIONES DE PRIMERA CLASE;7/10/2019;HOMBRE;16;ECUATORIANO
ZONA 7;LOJA;MACARA;CONTRAVENCIONES DE SEGUNDA CLASE;7/10/2019;HOMBRE;34;ECUATORIANO
ZONA 1;ESMERALDAS;QUININDE;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;7/10/2019;HOMBRE;32;ECUATORIANO
ZONA 9;DMQ;QUITO;TENENCIA Y PORTE DE ARMAS;7/10/2019;HOMBRE;50;ECUATORIANO
ZONA 1;ESMERALDAS;QUININDE;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;7/10/2019;HOMBRE;19;ECUATORIANO
ZONA 9;DMQ;QUITO;TENENCIA Y PORTE DE ARMAS;7/10/2019;HOMBRE;26;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;8/10/2019;HOMBRE;36;ECUATORIANO
ZONA 9;DMQ;QUITO;EXTORSIÓN;7/10/2019;HOMBRE;23;ECUATORIANO
ZONA 9;DMQ;QUITO;EXTORSIÓN;7/10/2019;HOMBRE;24;ECUATORIANO
ZONA 9;DMQ;QUITO;EXTORSIÓN;7/10/2019;HOMBRE;31;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;8/10/2019;HOMBRE;29;ECUATORIANO
ZONA 5;LOS RIOS;VINCES;RECEPTACIÓN;8/10/2019;HOMBRE;19;ECUATORIANO
ZONA 5;LOS RIOS;VINCES;RECEPTACIÓN;8/10/2019;HOMBRE;51;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;8/10/2019;HOMBRE;31;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;8/10/2019;HOMBRE;23;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;8/10/2019;HOMBRE;26;ECUATORIANO
ZONA 9;DMQ;QUITO;ATAQUE O RESISTENCIA;7/10/2019;HOMBRE;16;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ATAQUE O RESISTENCIA;7/10/2019;HOMBRE;21;ECUATORIANO
ZONA 8;DMG;DURAN;DAÑO A BIEN AJENO;7/10/2019;HOMBRE;24;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;ATAQUE O RESISTENCIA;8/10/2019;HOMBRE;17;ECUATORIANO
ZONA 7;EL ORO;SANTA ROSA;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;8/10/2019;HOMBRE;19;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;CONTRAVENCIONES DE CUARTA CLASE;8/10/2019;MUJER;33;ECUATORIANO
ZONA 1;ESMERALDAS;MUISNE;TENENCIA Y PORTE DE ARMAS;8/10/2019;HOMBRE;19;ECUATORIANO
ZONA 5;SANTA ELENA;LA LIBERTAD;VIOLACIÓN DE PROPIEDAD PRIVADA;8/10/2019;HOMBRE;35;ECUATORIANO
ZONA 1;CARCHI;TULCAN;CONTRAVENCIONES DE PRIMERA CLASE;8/10/2019;HOMBRE;39;COLOMBIANO
ZONA 7;EL ORO;MACHALA;BOLETA DE APREMIO;8/10/2019;HOMBRE;29;ECUATORIANO
ZONA 8;DMG;DURAN;CONTRAVENCIONES DE PRIMERA CLASE;8/10/2019;HOMBRE;26;ECUATORIANO
0;MAR TERRITORIAL;MAR TERRITORIAL;DAÑO A BIEN AJENO;8/10/2019;HOMBRE;40;ECUATORIANO
ZONA 7;EL ORO;SANTA ROSA;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;8/10/2019;HOMBRE;22;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;8/10/2019;HOMBRE;18;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;8/10/2019;HOMBRE;26;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;8/10/2019;HOMBRE;23;ECUATORIANO
0;MAR TERRITORIAL;MAR TERRITORIAL;DAÑO A BIEN AJENO;8/10/2019;HOMBRE;31;ECUATORIANO
ZONA 8;DMG;DURAN;CONTRAVENCIONES DE PRIMERA CLASE;8/10/2019;MUJER;21;ECUATORIANO
ZONA 8;DMG;DURAN;CONTRAVENCIONES DE PRIMERA CLASE;8/10/2019;HOMBRE;17;ECUATORIANO
ZONA 8;DMG;DURAN;CONTRAVENCIONES DE PRIMERA CLASE;8/10/2019;HOMBRE;17;ECUATORIANO
ZONA 8;DMG;DURAN;CONTRAVENCIONES DE PRIMERA CLASE;8/10/2019;HOMBRE;28;ECUATORIANO
ZONA 4;MANABI;MONTECRISTI;CONTRAVENCIONES DE SEGUNDA CLASE;8/10/2019;HOMBRE;19;ECUATORIANO
ZONA 4;MANABI;MONTECRISTI;CONTRAVENCIONES DE SEGUNDA CLASE;8/10/2019;HOMBRE;23;ECUATORIANO
ZONA 5;GUAYAS;SAN JACINTO DE YAGUACHI;HURTO;8/10/2019;HOMBRE;31;ECUATORIANO
ZONA 7;EL ORO;EL GUABO;PARALIZACIÓN DE UN SERVICIO PÚBLICO;7/10/2019;HOMBRE;45;ECUATORIANO
ZONA 4;MANABI;EL CARMEN;ROBO A PERSONAS;8/10/2019;HOMBRE;19;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;CONTRAVENCIONES DE SEGUNDA CLASE;8/10/2019;HOMBRE;29;ECUATORIANO
ZONA 9;DMQ;QUITO;ATAQUE O RESISTENCIA;8/10/2019;HOMBRE;26;ECUATORIANO
ZONA 9;DMQ;QUITO;ATAQUE O RESISTENCIA;8/10/2019;HOMBRE;20;ECUATORIANO
ZONA 9;DMQ;QUITO;ATAQUE O RESISTENCIA;8/10/2019;HOMBRE;22;ECUATORIANO
ZONA 5;LOS RIOS;VINCES;BOLETA DE APREMIO;8/10/2019;HOMBRE;53;ECUATORIANO
ZONA 9;DMQ;QUITO;ATAQUE O RESISTENCIA;8/10/2019;HOMBRE;19;ECUATORIANO
ZONA 9;DMQ;QUITO;ATAQUE O RESISTENCIA;8/10/2019;HOMBRE;33;ECUATORIANO
ZONA 7;EL ORO;PIÑAS;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;8/10/2019;HOMBRE;35;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO DOMICILIO;7/10/2019;HOMBRE;29;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO DOMICILIO;7/10/2019;HOMBRE;38;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;8/10/2019;HOMBRE;31;ECUATORIANO
ZONA 9;DMQ;QUITO;INSTIGACIÓN;8/10/2019;HOMBRE;24;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;TENENCIA Y PORTE DE ARMAS;8/10/2019;HOMBRE;22;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;ROBO A PERSONAS;8/10/2019;HOMBRE;33;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;8/10/2019;HOMBRE;14;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;8/10/2019;HOMBRE;22;ECUATORIANO
ZONA 5;GUAYAS;EL TRIUNFO;BOLETA DE APREMIO;8/10/2019;HOMBRE;27;ECUATORIANO
ZONA 1;ESMERALDAS;QUININDE;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;8/10/2019;HOMBRE;26;ECUATORIANO
ZONA 1;ESMERALDAS;QUININDE;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;8/10/2019;HOMBRE;29;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;PARALIZACIÓN DE UN SERVICIO PÚBLICO;8/10/2019;HOMBRE;54;ECUATORIANO
ZONA 5;SANTA ELENA;SANTA ELENA;CONTRAVENCIONES DE SEGUNDA CLASE;8/10/2019;HOMBRE;56;ECUATORIANO
ZONA 6;MORONA SANTIAGO;MORONA;PARALIZACIÓN DE UN SERVICIO PÚBLICO;8/10/2019;HOMBRE;23;ECUATORIANO
ZONA 6;MORONA SANTIAGO;MORONA;PARALIZACIÓN DE UN SERVICIO PÚBLICO;8/10/2019;HOMBRE;22;ECUATORIANO
ZONA 7;EL ORO;MACHALA;BOLETA DE DETENCIÓN/CAPTURA;8/10/2019;HOMBRE;29;ECUATORIANO
ZONA 5;GUAYAS;NARANJAL;PARALIZACIÓN DE UN SERVICIO PÚBLICO;8/10/2019;HOMBRE;21;ECUATORIANO
ZONA 5;GUAYAS;NARANJAL;PARALIZACIÓN DE UN SERVICIO PÚBLICO;8/10/2019;HOMBRE;27;ECUATORIANO
ZONA 7;EL ORO;MACHALA;TENENCIA Y PORTE DE ARMAS;8/10/2019;MUJER;32;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;8/10/2019;HOMBRE;19;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;8/10/2019;HOMBRE;27;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ASESINATO;8/10/2019;HOMBRE;27;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;TENENCIA Y PORTE DE ARMAS;8/10/2019;HOMBRE;19;ECUATORIANO
