Zona;Subzona;Cantón;presunta_subinfraccion;Fecha de Detención;Sexo;Edad;Nacionalidad
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;17/10/2021;HOMBRE;23;ECUATORIANO
ZONA 5;LOS RIOS;BABA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;16/10/2021;HOMBRE;39;ECUATORIANO
ZONA 5;LOS RIOS;BABA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;16/10/2021;HOMBRE;32;ECUATORIANO
ZONA 7;LOJA;CATAMAYO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;17/10/2021;HOMBRE;27;ECUATORIANO
ZONA 6;CAÑAR;AZOGUES;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;17/10/2021;HOMBRE;32;ECUATORIANO
ZONA 2;PICHINCHA;CAYAMBE;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;17/10/2021;HOMBRE;43;ECUATORIANO
ZONA 2;PICHINCHA;MEJIA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;17/10/2021;HOMBRE;44;ECUATORIANO
ZONA 6;CAÑAR;AZOGUES;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;17/10/2021;HOMBRE;23;ECUATORIANO
ZONA 6;CAÑAR;AZOGUES;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;17/10/2021;HOMBRE;28;ECUATORIANO
ZONA 7;EL ORO;SANTA ROSA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;17/10/2021;HOMBRE;29;ECUATORIANO
ZONA 6;CAÑAR;AZOGUES;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;17/10/2021;HOMBRE;34;ECUATORIANO
ZONA 1;ESMERALDAS;ATACAMES;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;17/10/2021;HOMBRE;28;ECUATORIANO
ZONA 6;CAÑAR;BIBLIAN;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;12/10/2021;HOMBRE;22;ECUATORIANO
ZONA 3;COTOPAXI;LA MANA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;17/10/2021;HOMBRE;26;ECUATORIANO
ZONA 1;ESMERALDAS;ATACAMES;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;17/10/2021;HOMBRE;36;ECUATORIANO
ZONA 1;ESMERALDAS;ATACAMES;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;17/10/2021;HOMBRE;41;ECUATORIANO
ZONA 3;COTOPAXI;SAQUISILI;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;19/10/2021;HOMBRE;38;ECUATORIANO
ZONA 1;ESMERALDAS;ATACAMES;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;17/10/2021;HOMBRE;41;ECUATORIANO
ZONA 7;EL ORO;EL GUABO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;21/10/2021;HOMBRE;45;ECUATORIANO
ZONA 2;PICHINCHA;RUMIÐAHUI;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;18/10/2021;HOMBRE;34;ECUATORIANO
ZONA 2;PICHINCHA;MEJIA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;21/10/2021;HOMBRE;32;ECUATORIANO
ZONA 7;LOJA;CALVAS;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;18/10/2021;HOMBRE;25;ECUATORIANO
ZONA 2;PICHINCHA;MEJIA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;17/10/2021;HOMBRE;23;ECUATORIANO
ZONA 2;NAPO;TENA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;22/10/2021;HOMBRE;43;ECUATORIANO
ZONA 2;NAPO;TENA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;22/10/2021;HOMBRE;29;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;21/10/2021;HOMBRE;24;ECUATORIANO
ZONA 9;DMQ;QUITO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;17/10/2021;HOMBRE;30;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;21/10/2021;HOMBRE;40;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;22/10/2021;HOMBRE;32;ECUATORIANO
ZONA 2;NAPO;TENA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;22/10/2021;HOMBRE;22;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;22/10/2021;HOMBRE;34;ECUATORIANO
ZONA 7;LOJA;MACARA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;17/10/2021;HOMBRE;23;ECUATORIANO
ZONA 6;CAÑAR;BIBLIAN;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;17/10/2021;HOMBRE;31;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;19/10/2021;HOMBRE;36;ECUATORIANO
ZONA 7;EL ORO;PORTOVELO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;21/10/2021;HOMBRE;34;ECUATORIANO
ZONA 1;CARCHI;TULCAN;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;21/10/2021;HOMBRE;30;ECUATORIANO
ZONA 7;EL ORO;ZARUMA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;19/10/2021;HOMBRE;39;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;22/10/2021;HOMBRE;25;ECUATORIANO
ZONA 7;EL ORO;PIÑAS;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;22/10/2021;HOMBRE;48;ECUATORIANO
ZONA 9;DMQ;QUITO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;22/10/2021;HOMBRE;29;ECUATORIANO
ZONA 1;IMBABURA;ANTONIO ANTE;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;30;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;45;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;46;ECUATORIANO
ZONA 5;BOLIVAR;CHIMBO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;29;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;MUJER;32;ECUATORIANO
ZONA 4;MANABI;JARAMIJO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;26;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;22/10/2021;HOMBRE;41;ECUATORIANO
ZONA 1;CARCHI;TULCAN;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;MUJER;24;ECUATORIANO
ZONA 7;EL ORO;ZARUMA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;20/10/2021;HOMBRE;25;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;22/10/2021;HOMBRE;33;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;21;ECUATORIANO
ZONA 1;CARCHI;TULCAN;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;32;ECUATORIANO
ZONA 1;IMBABURA;ANTONIO ANTE;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;26;ECUATORIANO
ZONA 6;CAÑAR;AZOGUES;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;24/10/2021;HOMBRE;37;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;34;ECUATORIANO
ZONA 1;CARCHI;TULCAN;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;27;ECUATORIANO
ZONA 6;CAÑAR;AZOGUES;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;24/10/2021;HOMBRE;24;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;28;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;24/10/2021;HOMBRE;33;ECUATORIANO
ZONA 3;CHIMBORAZO;GUANO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;25;ECUATORIANO
ZONA 9;DMQ;QUITO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;35;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;22/10/2021;HOMBRE;26;ECUATORIANO
ZONA 2;PICHINCHA;RUMIÐAHUI;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;44;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;27;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;22/10/2021;HOMBRE;33;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;22/10/2021;HOMBRE;33;ECUATORIANO
ZONA 6;CAÑAR;AZOGUES;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;31;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;21;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;30;ECUATORIANO
ZONA 1;IMBABURA;ANTONIO ANTE;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;24/10/2021;HOMBRE;33;ECUATORIANO
ZONA 2;NAPO;TENA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;24/10/2021;HOMBRE;33;ECUATORIANO
ZONA 6;CAÑAR;AZOGUES;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;19;ECUATORIANO
ZONA 2;PICHINCHA;RUMIÐAHUI;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;26;ECUATORIANO
ZONA 6;CAÑAR;AZOGUES;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;30;ECUATORIANO
ZONA 4;MANABI;JIPIJAPA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;24/10/2021;HOMBRE;41;ECUATORIANO
ZONA 2;NAPO;TENA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;21;ECUATORIANO
ZONA 4;MANABI;EL CARMEN;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;22/10/2021;HOMBRE;28;ECUATORIANO
ZONA 3;TUNGURAHUA;CEVALLOS;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;21/10/2021;HOMBRE;28;ECUATORIANO
ZONA 2;PICHINCHA;CAYAMBE;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;29;ECUATORIANO
ZONA 4;MANABI;ROCAFUERTE;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;24/10/2021;HOMBRE;31;ECUATORIANO
ZONA 2;NAPO;TENA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;24/10/2021;HOMBRE;44;ECUATORIANO
ZONA 5;LOS RIOS;VINCES;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;24/10/2021;HOMBRE;32;ECUATORIANO
ZONA 1;IMBABURA;ANTONIO ANTE;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;24/10/2021;HOMBRE;31;ECUATORIANO
ZONA 2;PICHINCHA;CAYAMBE;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;24/10/2021;HOMBRE;29;ECUATORIANO
ZONA 2;PICHINCHA;CAYAMBE;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;33;ECUATORIANO
ZONA 5;LOS RIOS;MONTALVO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;46;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;42;ECUATORIANO
ZONA 9;DMQ;QUITO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;24/10/2021;HOMBRE;26;ECUATORIANO
ZONA 2;PICHINCHA;MEJIA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;24/10/2021;HOMBRE;31;ECUATORIANO
ZONA 2;PICHINCHA;CAYAMBE;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;22/10/2021;HOMBRE;37;ECUATORIANO
ZONA 1;CARCHI;TULCAN;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;36;ECUATORIANO
ZONA 9;DMQ;QUITO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;24;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;24/10/2021;HOMBRE;31;ECUATORIANO
ZONA 7;EL ORO;SANTA ROSA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;25/10/2021;HOMBRE;20;ECUATORIANO
ZONA 2;PICHINCHA;CAYAMBE;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;24/10/2021;HOMBRE;31;ECUATORIANO
ZONA 5;LOS RIOS;MONTALVO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;42;ECUATORIANO
ZONA 2;PICHINCHA;MEJIA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;MUJER;32;ECUATORIANO
ZONA 7;LOJA;MACARA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;24/10/2021;HOMBRE;22;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;24/10/2021;HOMBRE;28;ECUATORIANO
ZONA 2;PICHINCHA;RUMIÐAHUI;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;25/10/2021;HOMBRE;27;ECUATORIANO
ZONA 2;PICHINCHA;RUMIÐAHUI;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;29;ECUATORIANO
ZONA 6;CAÑAR;AZOGUES;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;45;ECUATORIANO
ZONA 2;PICHINCHA;MEJIA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;32;ECUATORIANO
ZONA 7;EL ORO;ZARUMA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;28;ECUATORIANO
ZONA 1;CARCHI;TULCAN;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;25;ECUATORIANO
ZONA 2;NAPO;TENA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;24/10/2021;HOMBRE;27;ECUATORIANO
ZONA 2;PICHINCHA;MEJIA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;38;ECUATORIANO
ZONA 4;MANABI;EL CARMEN;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;24/10/2021;HOMBRE;44;ECUATORIANO
ZONA 5;LOS RIOS;MONTALVO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;24/10/2021;HOMBRE;31;ECUATORIANO
ZONA 1;ESMERALDAS;ATACAMES;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;24/10/2021;HOMBRE;29;ECUATORIANO
ZONA 1;ESMERALDAS;ATACAMES;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;34;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;25/10/2021;HOMBRE;34;ECUATORIANO
ZONA 1;ESMERALDAS;ATACAMES;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;24/10/2021;HOMBRE;25;ECUATORIANO
ZONA 1;ESMERALDAS;QUININDE;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;38;ECUATORIANO
ZONA 1;ESMERALDAS;QUININDE;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;24/10/2021;HOMBRE;27;ECUATORIANO
ZONA 5;LOS RIOS;VINCES;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;24/10/2021;HOMBRE;21;ECUATORIANO
ZONA 1;ESMERALDAS;ATACAMES;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;23;ECUATORIANO
ZONA 4;MANABI;EL CARMEN;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;24/10/2021;HOMBRE;51;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;21/10/2021;HOMBRE;36;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;22/10/2021;HOMBRE;24;ECUATORIANO
ZONA 2;NAPO;TENA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;25/10/2021;HOMBRE;30;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;24/10/2021;HOMBRE;46;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;24/10/2021;HOMBRE;37;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;22/10/2021;HOMBRE;34;ECUATORIANO
ZONA 2;NAPO;ARCHIDONA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;28;ECUATORIANO
ZONA 7;EL ORO;HUAQUILLAS;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;27/10/2021;HOMBRE;42;ECUATORIANO
ZONA 2;NAPO;ARCHIDONA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;22/10/2021;HOMBRE;37;ECUATORIANO
ZONA 1;CARCHI;TULCAN;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;22;ECUATORIANO
ZONA 2;PICHINCHA;RUMIÐAHUI;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;27/10/2021;HOMBRE;26;ECUATORIANO
ZONA 5;BOLIVAR;GUARANDA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;22/10/2021;HOMBRE;37;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;22/10/2021;HOMBRE;36;ECUATORIANO
ZONA 5;LOS RIOS;MOCACHE;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;22/10/2021;HOMBRE;52;ECUATORIANO
ZONA 3;CHIMBORAZO;GUANO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;27;ECUATORIANO
ZONA 5;LOS RIOS;MOCACHE;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;37;ECUATORIANO
ZONA 5;LOS RIOS;BABA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;22/10/2021;HOMBRE;45;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;23/10/2021;HOMBRE;31;ECUATORIANO
ZONA 7;EL ORO;HUAQUILLAS;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;25/10/2021;HOMBRE;23;ECUATORIANO
ZONA 5;LOS RIOS;BABA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;22/10/2021;HOMBRE;25;ECUATORIANO
ZONA 4;MANABI;BOLIVAR;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;27/10/2021;HOMBRE;27;ECUATORIANO
ZONA 7;EL ORO;PORTOVELO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;26/10/2021;HOMBRE;49;ECUATORIANO
ZONA 7;EL ORO;PORTOVELO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;26/10/2021;HOMBRE;34;ECUATORIANO
ZONA 2;PICHINCHA;RUMIÐAHUI;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;27/10/2021;HOMBRE;24;ECUATORIANO
ZONA 9;DMQ;QUITO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;28/10/2021;HOMBRE;23;ECUATORIANO
ZONA 4;MANABI;MONTECRISTI;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;25/10/2021;HOMBRE;24;ECUATORIANO
ZONA 1;CARCHI;TULCAN;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;27/10/2021;HOMBRE;48;ECUATORIANO
ZONA 2;PICHINCHA;RUMIÐAHUI;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;29/10/2021;HOMBRE;36;ECUATORIANO
ZONA 2;PICHINCHA;SAN MIGUEL DE LOS BANCOS;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;29/10/2021;HOMBRE;34;ECUATORIANO
ZONA 5;LOS RIOS;MOCACHE;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;30/10/2021;HOMBRE;50;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;29/10/2021;HOMBRE;45;ECUATORIANO
ZONA 2;PICHINCHA;MEJIA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;28/10/2021;HOMBRE;40;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;28/10/2021;HOMBRE;36;ECUATORIANO
ZONA 2;PICHINCHA;MEJIA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;28/10/2021;HOMBRE;43;ECUATORIANO
ZONA 5;LOS RIOS;BABA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;29/10/2021;HOMBRE;31;ECUATORIANO
ZONA 6;CAÑAR;LA TRONCAL;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;30/10/2021;HOMBRE;28;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;30/10/2021;HOMBRE;28;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;29/10/2021;HOMBRE;38;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;30/10/2021;HOMBRE;25;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;30/10/2021;HOMBRE;33;ECUATORIANO
