Zona;Subzona;Cantón;presunta_subinfraccion;Fecha de Detención;Sexo;Edad;Nacionalidad
ZONA 5;LOS RIOS;QUEVEDO;LESIONES CAUSADAS POR ACCIDENTE DE TRÁNSITO;29/2/2020;HOMBRE;21;ECUATORIANO
ZONA 6;AZUAY;CUENCA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;14/3/2020;HOMBRE;30;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;19/10/2020;HOMBRE;36;ECUATORIANO
0;MAR TERRITORIAL;MAR TERRITORIAL;TENENCIA Y PORTE DE ARMAS;14/2/2020;HOMBRE;30;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;21/1/2020;HOMBRE;44;ECUATORIANO
ZONA 4;MANABI;CHONE;TENENCIA Y PORTE DE ARMAS;14/2/2020;HOMBRE;19;ECUATORIANO
ZONA 4;MANABI;CHONE;TENENCIA Y PORTE DE ARMAS;14/2/2020;HOMBRE;42;ECUATORIANO
ZONA 2;NAPO;ARCHIDONA;BOLETA DE AUXILIO;7/2/2020;HOMBRE;37;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VIOLACIÓN;1/1/2020;HOMBRE;57;ECUATORIANO
ZONA 1;ESMERALDAS;QUININDE;ROBO DE MOTOS;21/9/2020;HOMBRE;30;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;BOLETA DE DETENCIÓN/CAPTURA;6/2/2020;HOMBRE;37;ECUATORIANO
ZONA 1;ESMERALDAS;QUININDE;BOLETA DE DETENCIÓN/CAPTURA;28/3/2020;HOMBRE;31;ECUATORIANO
ZONA 6;CAÑAR;AZOGUES;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;16/11/2020;HOMBRE;27;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;3/6/2020;MUJER;47;ECUATORIANO
ZONA 1;CARCHI;ESPEJO;VIOLACIÓN;22/5/2020;HOMBRE;27;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;RECEPTACIÓN;13/11/2020;HOMBRE;23;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;11/11/2020;HOMBRE;35;ECUATORIANO
ZONA 8;DMG;SAMBORONDON;TENTATIVA;23/9/2020;HOMBRE;28;ECUATORIANO
ZONA 4;MANABI;JIPIJAPA;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;2/5/2020;HOMBRE;26;ECUATORIANO
ZONA 7;ZAMORA CHINCHIPE;PALANDA;INCUMPLIMIENTO DE DECISIONES LEGÍTIMAS DE AUTORIDAD COMPETENTE;24/7/2020;HOMBRE;33;ECUATORIANO
ZONA 7;LOJA;LOJA;CONTRAVENCIONES DE PRIMERA CLASE;6/11/2020;HOMBRE;32;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;BOLETA DE DETENCIÓN/CAPTURA;19/2/2020;HOMBRE;24;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;4/7/2020;HOMBRE;23;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO DE BIENES
ZONA 5;LOS RIOS;VENTANAS;BOLETA DE DETENCIÓN/CAPTURA;10/3/2020;HOMBRE;45;ECUATORIANO
ZONA 2;PICHINCHA;CAYAMBE;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;28/1/2020;HOMBRE;23;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;24/10/2020;HOMBRE;30;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;BOLETA DE APREMIO;22/10/2020;HOMBRE;37;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ARMAS DE FUEGO
ZONA 5;GUAYAS;NARANJAL;ROBO;3/7/2020;HOMBRE;23;ECUATORIANO
ZONA 2;NAPO;TENA;BOLETA DE APREMIO;19/10/2020;HOMBRE;30;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;22/10/2020;HOMBRE;33;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE AUXILIO;1/10/2020;HOMBRE;32;ECUATORIANO
ZONA 5;LOS RIOS;BABA;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;30/1/2020;HOMBRE;18;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;CONTRAVENCIÓN DE HURTO;4/7/2020;HOMBRE;21;ECUATORIANO
ZONA 1;SUCUMBIOS;SHUSHUFINDI;BOLETA DE APREMIO;16/2/2020;HOMBRE;23;COLOMBIANO
ZONA 1;CARCHI;BOLIVAR;RECEPTACIÓN;9/8/2020;HOMBRE;20;ECUATORIANO
ZONA 5;BOLIVAR;CHILLANES;ROBO  A DOMICILIO;10/2/2020;HOMBRE;12;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;12/8/2020;HOMBRE;24;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;16/10/2020;HOMBRE;37;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;CONTRAVENCIONES DE CUARTA CLASE;11/3/2020;MUJER;30;ECUATORIANO
ZONA 4;MANABI;JIPIJAPA;EVASIÓN;28/2/2020;HOMBRE;33;ECUATORIANO
ZONA 9;DMQ;QUITO;SUPLANTACIÓN DE IDENTIDAD;26/8/2020;HOMBRE;49;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;4/2/2020;HOMBRE;25;VENEZOLANO
ZONA 3;PASTAZA;MERA;CONTRAVENCIÓN DE HURTO;7/2/2020;HOMBRE;20;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TENENCIA Y PORTE DE ARMAS;27/6/2020;HOMBRE;27;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO  A DOMICILIO;13/1/2020;HOMBRE;37;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;13/7/2020;HOMBRE;28;ECUATORIANO
ZONA 6;MORONA SANTIAGO;GUALAQUIZA;VIOLACIÓN;24/2/2020;HOMBRE;16;ECUATORIANO
ZONA 2;ORELLANA;LORETO;VIOLACIÓN;6/3/2020;HOMBRE;50;ECUATORIANO
ZONA 5;BOLIVAR;ECHEANDIA;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;12/1/2020;HOMBRE;52;ECUATORIANO
ZONA 2;PICHINCHA;MEJIA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;3/11/2020;HOMBRE;39;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;15/8/2020;HOMBRE;20;ECUATORIANO
ZONA 4;MANABI;24 DE MAYO;CONTRAVENCIONES DE PRIMERA CLASE;4/10/2020;HOMBRE;49;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;28/8/2020;HOMBRE;61;ECUATORIANO
ZONA 9;DMQ;QUITO;ASOCIACIÓN ILÍCITA;31/8/2020;MUJER;28;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO A PERSONAS;20/8/2020;MUJER;27;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;7/6/2020;HOMBRE;19;ECUATORIANO
ZONA 1;CARCHI;ESPEJO;FALSIFICACIÓN Y USO DE DOCUMENTO FALSO;15/7/2020;MUJER;24;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;VIOLACIÓN;21/11/2020;HOMBRE;20;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;25/1/2020;HOMBRE;43;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;BOLETA DE DETENCIÓN/CAPTURA;8/5/2020;HOMBRE;20;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;TENENCIA Y PORTE DE ARMAS;19/5/2020;HOMBRE;22;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;12/10/2020;HOMBRE;18;ECUATORIANO
ZONA 2;ORELLANA;ORELLANA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;13/8/2020;HOMBRE;37;ECUATORIANO
ZONA 5;GUAYAS;EL TRIUNFO;BOLETA DE AUXILIO;8/11/2020;HOMBRE;40;ECUATORIANO
ZONA 5;LOS RIOS;VENTANAS;ROBO A PERSONAS;21/11/2020;HOMBRE;33;ECUATORIANO
ZONA 1;ESMERALDAS;SAN LORENZO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;3/8/2020;HOMBRE;30;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;BOLETA DE APREMIO;6/3/2020;HOMBRE;33;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;ASESINATO;19/8/2020;HOMBRE;23;COLOMBIANO
ZONA 7;EL ORO;SANTA ROSA;HURTO;23/1/2020;HOMBRE;19;ECUATORIANO
ZONA 7;EL ORO;ARENILLAS;ROBO A INSTITUCIONES EDUCATIVAS;2/8/2020;HOMBRE;18;ECUATORIANO
ZONA 7;ZAMORA CHINCHIPE;YANTZAZA;BOLETA DE APREMIO;29/9/2020;HOMBRE;35;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;DELINCUENCIA ORGANIZADA;17/9/2020;HOMBRE;27;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;25/11/2020;MUJER;68;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;INCUMPLIMIENTO DE DECISIONES LEGÍTIMAS DE AUTORIDAD COMPETENTE;18/3/2020;HOMBRE;24;ECUATORIANO
ZONA 1;IMBABURA;ANTONIO ANTE;CONTRAVENCIÓN DE HURTO;4/9/2020;MUJER;29;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;3/10/2020;HOMBRE;36;ECUATORIANO
ZONA 9;DMQ;QUITO;ESTAFA;27/6/2020;HOMBRE;30;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;23/8/2020;HOMBRE;22;ECUATORIANO
ZONA 2;ORELLANA;ORELLANA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;10/3/2020;HOMBRE;21;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;18/1/2020;HOMBRE;52;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ATAQUE O RESISTENCIA;17/5/2020;HOMBRE;28;ECUATORIANO
ZONA 3;CHIMBORAZO;GUANO;CONTRAVENCIONES DE CUARTA CLASE;23/8/2020;HOMBRE;45;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE DETENCIÓN/CAPTURA;18/6/2020;MUJER;26;ECUATORIANO
ZONA 6;AZUAY;CUENCA;ROBO A PERSONAS;10/11/2020;HOMBRE;55;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;15/10/2020;HOMBRE;38;ECUATORIANO
ZONA 9;DMQ;QUITO;TENENCIA Y PORTE DE ARMAS;13/2/2020;HOMBRE;42;ECUATORIANO
ZONA 2;PICHINCHA;PUERTO QUITO;ATAQUE O RESISTENCIA;15/10/2020;HOMBRE;20;ECUATORIANO
ZONA 2;PICHINCHA;RUMIÐAHUI;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;25/1/2020;HOMBRE;34;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;PRODUCCIÓN ILÍCITA DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;15/11/2020;HOMBRE;18;ECUATORIANO
ZONA 6;CAÑAR;AZOGUES;ESTAFA;27/2/2020;HOMBRE;39;ECUATORIANO
ZONA 5;LOS RIOS;BABAHOYO;BOLETA DE APREMIO;7/11/2020;HOMBRE;32;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;14/11/2020;HOMBRE;30;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;14/5/2020;HOMBRE;35;ECUATORIANO
ZONA 9;DMQ;QUITO;HURTO;20/2/2020;MUJER;28;ECUATORIANO
ZONA 5;SANTA ELENA;LA LIBERTAD;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;4/11/2020;HOMBRE;35;ECUATORIANO
ZONA 7;LOJA;LOJA;BOLETA DE APREMIO;15/2/2020;HOMBRE;32;ECUATORIANO
ZONA 5;LOS RIOS;VALENCIA;OTROS ROBOS;3/10/2020;HOMBRE;41;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;ROBO A PERSONAS;17/10/2020;HOMBRE;28;ECUATORIANO
ZONA 9;DMQ;QUITO;ABUSO SEXUAL;1/10/2020;HOMBRE;32;ECUATORIANO
ZONA 7;LOJA;MACARA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;13/9/2020;HOMBRE;33;ECUATORIANO
ZONA 2;PICHINCHA;CAYAMBE;ROBO DE MOTOS;10/7/2020;HOMBRE;19;ECUATORIANO
ZONA 1;ESMERALDAS;SAN LORENZO;INCUMPLIMIENTO DE DECISIONES LEGÍTIMAS DE AUTORIDAD COMPETENTE;20/3/2020;HOMBRE;SIN DATO;COLOMBIANO
ZONA 5;GUAYAS;NARANJAL;HURTO;19/1/2020;HOMBRE;18;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;11/3/2020;HOMBRE;26;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;DELINCUENCIA ORGANIZADA;6/2/2020;HOMBRE;42;ECUATORIANO
ZONA 6;MORONA SANTIAGO;HUAMBOYA;TENENCIA Y PORTE DE ARMAS;7/4/2020;HOMBRE;20;ECUATORIANO
ZONA 5;LOS RIOS;URDANETA;BOLETA DE DETENCIÓN/CAPTURA;3/10/2020;HOMBRE;47;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;12/2/2020;HOMBRE;18;ECUATORIANO
ZONA 3;TUNGURAHUA;BAÑOS DE AGUA SANTA;BOLETA DE APREMIO;3/11/2020;HOMBRE;40;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;12/3/2020;HOMBRE;50;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;9/2/2020;HOMBRE;26;ECUATORIANO
ZONA 4;MANABI;FLAVIO ALFARO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;18/4/2020;MUJER;23;ECUATORIANO
ZONA 4;MANABI;FLAVIO ALFARO;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;18/4/2020;HOMBRE;19;ECUATORIANO
ZONA 1;ESMERALDAS;QUININDE;INCUMPLIMIENTO DE DECISIONES LEGÍTIMAS DE AUTORIDAD COMPETENTE;14/4/2020;HOMBRE;34;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;2/11/2020;HOMBRE;19;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;ROBO  A DOMICILIO;20/6/2020;HOMBRE;28;ECUATORIANO
ZONA 8;DMG;DURAN;ASESINATO;8/1/2020;HOMBRE;34;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;OTROS ROBOS;14/11/2020;HOMBRE;41;ECUATORIANO
ZONA 4;MANABI;CHONE;ASOCIACIÓN ILÍCITA;13/8/2020;MUJER;28;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;1/11/2020;HOMBRE;40;ECUATORIANO
ZONA 5;LOS RIOS;PALENQUE;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;4/9/2020;HOMBRE;20;ECUATORIANO
ZONA 7;EL ORO;MACHALA;DAÑO A BIEN AJENO;31/8/2020;HOMBRE;29;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;6/10/2020;HOMBRE;39;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;DAÑO A BIEN AJENO;15/4/2020;HOMBRE;33;ECUATORIANO
ZONA 1;CARCHI;TULCAN;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;16/8/2020;HOMBRE;18;ECUATORIANO
ZONA 3;CHIMBORAZO;GUANO;RECEPTACIÓN;16/6/2020;HOMBRE;38;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;8/10/2020;MUJER;34;ECUATORIANO
ZONA 1;CARCHI;TULCAN;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;17/10/2020;HOMBRE;39;ECUATORIANO
ZONA 1;CARCHI;MONTUFAR;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;25/7/2020;HOMBRE;23;ECUATORIANO
ZONA 2;NAPO;TENA;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;27/3/2020;HOMBRE;29;ECUATORIANO
ZONA 1;CARCHI;TULCAN;CONTRAVENCIONES DE SEGUNDA CLASE;12/9/2020;HOMBRE;34;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;6/11/2020;HOMBRE;29;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VIOLACIÓN;1/4/2020;HOMBRE;30;ECUATORIANO
ZONA 2;PICHINCHA;MEJIA;BOLETA DE APREMIO;3/1/2020;HOMBRE;39;ECUATORIANO
ZONA 2;ORELLANA;ORELLANA;LESIONES;29/10/2020;HOMBRE;30;ECUATORIANO
ZONA 2;PICHINCHA;MEJIA;CONTRAVENCIONES DE CUARTA CLASE;25/1/2020;HOMBRE;41;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;30/10/2020;HOMBRE;56;ECUATORIANO
ZONA 9;DMQ;QUITO;RECEPTACIÓN;5/3/2020;HOMBRE;28;ECUATORIANO
ZONA 5;LOS RIOS;BABAHOYO;BOLETA DE APREMIO;6/8/2020;HOMBRE;26;ECUATORIANO
ZONA 5;SANTA ELENA;SALINAS;CONTRAVENCIONES DE CUARTA CLASE;1/4/2020;HOMBRE;31;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;LESIONES CAUSADAS POR ACCIDENTE DE TRÁNSITO;14/1/2020;HOMBRE;42;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;BOLETA DE AUXILIO;6/9/2020;HOMBRE;34;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE AUXILIO;4/10/2020;HOMBRE;25;ECUATORIANO
ZONA 7;LOJA;LOJA;BOLETA DE APREMIO;12/8/2020;HOMBRE;32;ECUATORIANO
ZONA 7;LOJA;LOJA;BOLETA DE DETENCIÓN/CAPTURA;8/3/2020;HOMBRE;27;ECUATORIANO
ZONA 4;MANABI;MANTA;AGRESIÓN;12/3/2020;MUJER;31;ECUATORIANO
ZONA 9;DMQ;QUITO;CONTRAVENCIÓN DE HURTO;25/9/2020;HOMBRE;22;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;3/8/2020;HOMBRE;19;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;BOLETA DE APREMIO;3/1/2020;HOMBRE;29;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;11/3/2020;HOMBRE;42;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;BOLETA DE DETENCIÓN/CAPTURA;5/2/2020;HOMBRE;28;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;LESIONES;6/11/2020;HOMBRE;25;ECUATORIANO
ZONA 9;DMQ;QUITO;DAÑOS MATERIALES;22/11/2020;HOMBRE;22;ECUATORIANO
ZONA 3;CHIMBORAZO;GUANO;BOLETA DE APREMIO;2/2/2020;HOMBRE;37;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;18/3/2020;MUJER;23;ECUATORIANO
ZONA 4;MANABI;JIPIJAPA;VIOLACIÓN;21/7/2020;HOMBRE;41;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;29/7/2020;MUJER;21;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;2/10/2020;MUJER;28;ECUATORIANO
ZONA 8;DMG;DURAN;CONTRAVENCIÓN DE HURTO;13/11/2020;HOMBRE;42;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;9/10/2020;HOMBRE;35;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;INCUMPLIMIENTO DE DECISIONES LEGÍTIMAS DE AUTORIDAD COMPETENTE;4/2/2020;HOMBRE;36;ECUATORIANO
ZONA 1;IMBABURA;OTAVALO;TENENCIA Y PORTE DE ARMAS;23/6/2020;HOMBRE;41;ECUATORIANO
ZONA 3;TUNGURAHUA;BAÑOS DE AGUA SANTA;CONTRAVENCIONES DE CUARTA CLASE;8/3/2020;HOMBRE;24;ECUATORIANO
ZONA 4;MANABI;MANTA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;19/8/2020;MUJER;35;ECUATORIANO
ZONA 6;CAÑAR;LA TRONCAL;LESIONES;3/9/2020;MUJER;43;ECUATORIANO
ZONA 6;CAÑAR;LA TRONCAL;LESIONES;2/9/2020;MUJER;37;ECUATORIANO
ZONA 6;CAÑAR;LA TRONCAL;LESIONES;3/9/2020;MUJER;48;ECUATORIANO
ZONA 6;CAÑAR;LA TRONCAL;LESIONES;2/9/2020;MUJER;38;ECUATORIANO
ZONA 3;TUNGURAHUA;BAÑOS DE AGUA SANTA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;19/9/2020;HOMBRE;42;ECUATORIANO
ZONA 9;DMQ;QUITO;SUPLANTACIÓN DE IDENTIDAD;14/11/2020;HOMBRE;33;ECUATORIANO
ZONA 1;SUCUMBIOS;GONZALO PIZARRO;ABUSO SEXUAL;4/3/2020;HOMBRE;51;ECUATORIANO
ZONA 4;MANABI;MANTA;ROBO A PERSONAS;7/11/2020;HOMBRE;22;ECUATORIANO
ZONA 7;ZAMORA CHINCHIPE;ZAMORA;TENENCIA Y PORTE DE ARMAS;25/9/2020;HOMBRE;49;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;26/2/2020;MUJER;27;ECUATORIANO
ZONA 2;NAPO;TENA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;4/10/2020;HOMBRE;20;ECUATORIANO
ZONA 3;TUNGURAHUA;SAN PEDRO DE PELILEO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;29/9/2020;HOMBRE;40;ECUATORIANO
ZONA 2;NAPO;TENA;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;21/3/2020;HOMBRE;32;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;BOLETA DE DETENCIÓN/CAPTURA;12/11/2020;HOMBRE;35;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;19/7/2020;MUJER;27;ECUATORIANO
ZONA 5;GALAPAGOS;SANTA CRUZ;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;12/7/2020;HOMBRE;32;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;4/8/2020;HOMBRE;25;COLOMBIANO
ZONA 9;DMQ;QUITO;INCUMPLIMIENTO DE DECISIONES LEGÍTIMAS DE AUTORIDAD COMPETENTE;18/8/2020;HOMBRE;36;ECUATORIANO
ZONA 7;LOJA;PUYANGO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;2/10/2020;HOMBRE;50;ECUATORIANO
ZONA 5;GUAYAS;PEDRO CARBO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;23/10/2020;HOMBRE;48;ECUATORIANO
ZONA 7;EL ORO;MACHALA;BOLETA DE AUXILIO;11/4/2020;HOMBRE;25;ECUATORIANO
ZONA 2;NAPO;TENA;VIOLACIÓN;21/4/2020;HOMBRE;34;ECUATORIANO
ZONA 1;CARCHI;TULCAN;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;15/5/2020;HOMBRE;20;ECUATORIANO
ZONA 1;SUCUMBIOS;CASCALES;BOLETA DE APREMIO;10/8/2020;HOMBRE;33;ECUATORIANO
ZONA 5;GUAYAS;MILAGRO;ROBO A PERSONAS;5/10/2020;HOMBRE;23;ECUATORIANO
