Zona;Subzona;Cantón;Presunta_Subinfracción;Fecha de Detención;Sexo;Edad;Nacionalidad
ZONA 4;MANABI;EL CARMEN;TODO EL QUE ULTRAJARE A UNA PERSONA CON BOFETADAS
ZONA 8;DMG;GUAYAQUIL;BOLETA DE AUXILIO;3/3/2019;HOMBRE;25;ECUATORIANO
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;ARMA DE FUEGO
ZONA 7;EL ORO;HUAQUILLAS;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;10/2/2019;HOMBRE;31;ECUATORIANO
ZONA 2;PICHINCHA;PEDRO MONCAYO;BOLETA DE APREMIO;22/1/2019;HOMBRE;46;ECUATORIANO
ZONA 2;PICHINCHA;PEDRO MONCAYO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;4/2/2019;HOMBRE;44;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;BOLETA DE APREMIO;5/1/2019;HOMBRE;34;ECUATORIANO
ZONA 3;TUNGURAHUA;PATATE;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;9/2/2019;HOMBRE;66;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;BOLETA DE APREMIO;11/1/2019;HOMBRE;39;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;CONTRAVENCIONES DE SEGUNDA CLASE;1/1/2019;MUJER;38;ECUATORIANO
ZONA 7;EL ORO;PASAJE;BOLETA DE DETENCIÓN/CAPTURA;20/2/2019;HOMBRE;40;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;23/2/2019;HOMBRE;27;ECUATORIANO
ZONA 7;EL ORO;ATAHUALPA;BOLETA DE DETENCIÓN/CAPTURA;9/1/2019;HOMBRE;31;ECUATORIANO
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;ROBO DOMICILIO;4/2/2019;HOMBRE;21;ECUATORIANO
ZONA 3;TUNGURAHUA;BA?æOS DE AGUA SANTA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;16/1/2019;HOMBRE;19;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;31/1/2019;HOMBRE;16;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;NOVEDADES;4/2/2019;HOMBRE;37;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;OTROS ROBOS;12/2/2019;HOMBRE;35;ECUATORIANO
ZONA 1;CARCHI;TULCAN;BOLETA DE AUXILIO;1/3/2019;HOMBRE;39;ECUATORIANO
ZONA 5;LOS RIOS;VINCES;BOLETA DE APREMIO;6/2/2019;HOMBRE;37;ECUATORIANO
ZONA 5;BOLIVAR;CHIMBO;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;15/2/2019;HOMBRE;25;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;29/1/2019;HOMBRE;27;ECUATORIANO
ZONA 4;MANABI;MANTA;BOLETA DE AUXILIO;14/1/2019;HOMBRE;31;ECUATORIANO
ZONA 8;DMG;DURAN;BOLETA DE DETENCIÓN/CAPTURA;14/2/2019;HOMBRE;33;ECUATORIANO
ZONA 5;SANTA ELENA;LA LIBERTAD;OTROS;3/3/2019;HOMBRE;37;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE DETENCIÓN/CAPTURA;21/1/2019;HOMBRE;24;ECUATORIANO
ZONA 1;ESMERALDAS;ELOY ALFARO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;10/2/2019;HOMBRE;39;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;14/2/2019;HOMBRE;31;ECUATORIANO
ZONA 7;EL ORO;MACHALA;BOLETA DE APREMIO;6/1/2019;HOMBRE;32;ECUATORIANO
ZONA 6;MORONA SANTIAGO;MORONA;BOLETA DE AUXILIO;1/1/2019;MUJER;23;ECUATORIANO
ZONA 5;SANTA ELENA;SANTA ELENA;NOVEDADES;14/2/2019;HOMBRE;17;ECUATORIANO
ZONA 4;MANABI;MANTA;NOVEDADES;13/2/2019;HOMBRE;40;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;2/3/2019;HOMBRE;27;ECUATORIANO
ZONA 4;MANABI;JIPIJAPA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;18/1/2019;MUJER;29;ECUATORIANO
ZONA 4;MANABI;MANTA;PROCEDIMIENTOS;21/2/2019;HOMBRE;49;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;CONTRAVENCIONES DE SEGUNDA CLASE;2/2/2019;HOMBRE;40;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;INTERCAMBIO
ZONA 4;MANABI;CHONE;BOLETA DE APREMIO;20/2/2019;HOMBRE;30;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;9/1/2019;HOMBRE;30;ECUATORIANO
ZONA 4;MANABI;EL CARMEN;NOVEDADES;24/2/2019;HOMBRE;30;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;PATRULLAJES Y OPERATIVOS;17/2/2019;HOMBRE;25;ECUATORIANO
ZONA 1;SUCUMBIOS;GONZALO PIZARRO;ROBO DOMICILIO;9/1/2019;HOMBRE;25;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;14/2/2019;HOMBRE;33;ECUATORIANO
ZONA 4;MANABI;MANTA;NOVEDADES;14/2/2019;HOMBRE;23;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;COMERCIALIZACION ILICITA DE TERMINALES MOVILES;21/2/2019;HOMBRE;29;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;OMISION DE DENUNCIA;28/1/2019;HOMBRE;31;ECUATORIANO
ZONA 5;LOS RIOS;PUEBLOVIEJO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;30/1/2019;HOMBRE;28;ECUATORIANO
ZONA 5;GUAYAS;BALAO;BOLETA DE APREMIO;19/1/2019;HOMBRE;19;ECUATORIANO
ZONA 5;LOS RIOS;BABA;PATRULLAJES Y OPERATIVOS;9/1/2019;HOMBRE;22;ECUATORIANO
ZONA 5;LOS RIOS;BUENA FE;BOLETA DE AUXILIO;22/2/2019;HOMBRE;44;ECUATORIANO
ZONA 8;DMG;DURAN;CONTRAVENCIONES DE PRIMERA CLASE;29/1/2019;HOMBRE;18;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;RECEPTACIÓN;24/2/2019;HOMBRE;40;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;24/1/2019;HOMBRE;23;ECUATORIANO
ZONA 6;CAÑAR;CANAR;NOVEDADES;2/1/2019;HOMBRE;34;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE DETENCIÓN/CAPTURA;25/2/2019;HOMBRE;37;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;OTROS;12/2/2019;HOMBRE;20;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;9/2/2019;HOMBRE;33;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;VIOLACIÓN;3/1/2019;HOMBRE;63;ECUATORIANO
ZONA 9;DMQ;QUITO;OTROS ROBOS;20/2/2019;HOMBRE;37;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;BOLETA DE APREMIO;3/3/2019;HOMBRE;34;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;24/2/2019;HOMBRE;25;ECUATORIANO
ZONA 2;PICHINCHA;CAYAMBE;NOVEDADES;3/2/2019;HOMBRE;23;ECUATORIANO
ZONA 1;CARCHI;TULCAN;TRAFICO ILICITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACION (QUIMICOS);9/2/2019;HOMBRE;50;ECUATORIANO
ZONA 1;SUCUMBIOS;SHUSHUFINDI;BOLETA DE AUXILIO;19/1/2019;HOMBRE;49;ECUATORIANO
ZONA 9;DMQ;QUITO;OTROS;15/2/2019;HOMBRE;30;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;BOLETA DE APREMIO;30/1/2019;HOMBRE;29;ECUATORIANO
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;11/1/2019;HOMBRE;21;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE AUXILIO;30/1/2019;HOMBRE;41;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;PROCEDIMIENTOS;2/2/2019;HOMBRE;28;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;ASOCIACIÓN ILÍCITA;25/2/2019;HOMBRE;27;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TENENCIA Y PORTE DE ARMAS;20/1/2019;HOMBRE;26;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;BOLETA DE APREMIO;11/1/2019;HOMBRE;37;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;25/2/2019;HOMBRE;53;ECUATORIANO
ZONA 3;PASTAZA;PASTAZA;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;4/1/2019;HOMBRE;28;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;ARMA DE FUEGO
ZONA 3;COTOPAXI;LATACUNGA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;25/1/2019;HOMBRE;42;ECUATORIANO
ZONA 6;MORONA SANTIAGO;PALORA;ABIGEATO;8/2/2019;HOMBRE;49;ECUATORIANO
ZONA 9;DMQ;QUITO;OTROS;5/2/2019;HOMBRE;50;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;28/1/2019;MUJER;21;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;8/1/2019;HOMBRE;31;ECUATORIANO
ZONA 3;COTOPAXI;PUJILI;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;8/2/2019;HOMBRE;27;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;CONTRA EL SUELO;26/1/2019;HOMBRE;31;VENEZOLANO
ZONA 1;IMBABURA;IBARRA;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;3/2/2019;HOMBRE;SIN DATO;VENEZOLANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;14/1/2019;HOMBRE;31;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;NOVEDADES;8/2/2019;HOMBRE;24;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;1/3/2019;HOMBRE;23;ECUATORIANO
ZONA 4;MANABI;MANTA;PATRULLAJES Y OPERATIVOS;18/2/2019;MUJER;47;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;CONTRAVENCIONES DE SEGUNDA CLASE;28/2/2019;HOMBRE;33;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE AUXILIO;24/1/2019;HOMBRE;59;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;CONTRAVENCIONES DE PRIMERA CLASE;30/1/2019;HOMBRE;25;ECUATORIANO
ZONA 5;SANTA ELENA;SALINAS;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;15/2/2019;MUJER;37;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE AUXILIO;8/2/2019;HOMBRE;59;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE ENCARCELAMIENTO;12/2/2019;HOMBRE;59;ECUATORIANO
ZONA 3;COTOPAXI;LA MANA;NOVEDADES;23/2/2019;HOMBRE;24;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;21/2/2019;HOMBRE;40;ECUATORIANO
ZONA 4;MANABI;ROCAFUERTE;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;9/2/2019;HOMBRE;34;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;2/2/2019;HOMBRE;35;ECUATORIANO
ZONA 4;MANABI;EL CARMEN;LOS QUE FALTAREN EL RESPETO A LA AUTORIDAD;9/2/2019;HOMBRE;22;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;BOLETA DE APREMIO;16/1/2019;HOMBRE;55;ECUATORIANO
ZONA 7;EL ORO;MACHALA;PROCEDIMIENTOS;25/2/2019;HOMBRE;25;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE DETENCIÓN/CAPTURA;22/2/2019;HOMBRE;32;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;23/1/2019;HOMBRE;42;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;BOLETA DE APREMIO;12/1/2019;HOMBRE;60;ECUATORIANO
ZONA 4;MANABI;CHONE;CONTRAVENCIONES DE PRIMERA CLASE;22/2/2019;HOMBRE;46;ECUATORIANO
ZONA 4;MANABI;EL CARMEN;VIOLENCIA PSICOLÓGICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;23/1/2019;HOMBRE;35;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;28/2/2019;HOMBRE;26;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE AUXILIO;3/1/2019;HOMBRE;24;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;NOVEDADES;4/2/2019;HOMBRE;20;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE AUXILIO;16/4/2019;HOMBRE;21;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE AUXILIO;14/1/2019;HOMBRE;31;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;TENTATIVA ;23/2/2019;HOMBRE;23;ECUATORIANO
ZONA 5;LOS RIOS;BABA;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;30/1/2019;HOMBRE;18;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;NOVEDADES;27/2/2019;HOMBRE;18;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;11/2/2019;HOMBRE;20;ECUATORIANO
ZONA 5;GUAYAS;DAULE;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;14/1/2019;HOMBRE;19;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;RECEPTACIÓN;9/2/2019;HOMBRE;28;ECUATORIANO
ZONA 5;GUAYAS;SAN JACINTO DE YAGUACHI;BOLETA DE APREMIO;5/2/2019;HOMBRE;37;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;5/2/2019;HOMBRE;22;ECUATORIANO
ZONA 4;MANABI;MONTECRISTI;CONTRAVENCIONES DE CUARTA CLASE;14/1/2019;HOMBRE;22;ECUATORIANO
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;NOVEDADES;29/1/2019;HOMBRE;28;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;TENTATIVA ;2/3/2019;HOMBRE;43;ECUATORIANO
ZONA 5;GUAYAS;DAULE;NOVEDADES;1/3/2019;HOMBRE;39;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;7/2/2019;HOMBRE;59;ECUATORIANO
ZONA 4;MANABI;CHONE;BOLETA DE APREMIO;2/2/2019;HOMBRE;50;ECUATORIANO
ZONA 4;MANABI;CHONE;BOLETA DE APREMIO;17/1/2019;HOMBRE;56;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;FALSIFICACIÓN Y USO DE DOCUMENTO FALSO;11/1/2019;HOMBRE;42;ECUATORIANO
ZONA 4;MANABI;FLAVIO ALFARO;BOLETA DE APREMIO;14/2/2019;HOMBRE;34;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ESTAFA;7/1/2019;MUJER;26;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE DETENCIÓN/CAPTURA;3/1/2019;HOMBRE;25;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;13/2/2019;HOMBRE;27;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;HURTO;21/2/2019;MUJER;22;VENEZOLANO
ZONA 1;CARCHI;MONTUFAR;NOVEDADES;2/2/2019;HOMBRE;53;ECUATORIANO
ZONA 1;CARCHI;MONTUFAR;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;27/1/2019;HOMBRE;24;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;15/1/2019;HOMBRE;23;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE DETENCIÓN/CAPTURA;18/1/2019;HOMBRE;61;ECUATORIANO
ZONA 9;DMQ;QUITO;TENTATIVA ;6/2/2019;MUJER;21;ECUATORIANO
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;9/2/2019;HOMBRE;19;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;17/2/2019;HOMBRE;34;ECUATORIANO
ZONA 1;CARCHI;TULCAN;BOLETA DE APREMIO;28/2/2019;HOMBRE;37;ECUATORIANO
ZONA 5;LOS RIOS;BABAHOYO;BOLETA DE APREMIO;22/1/2019;HOMBRE;22;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;24/1/2019;HOMBRE;60;ECUATORIANO
ZONA 7;ZAMORA CHINCHIPE;ZAMORA;PATRULLAJES Y OPERATIVOS;12/1/2019;HOMBRE;25;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;22/2/2019;HOMBRE;35;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;26/2/2019;HOMBRE;21;ECUATORIANO
ZONA 9;DMQ;QUITO;OTROS;25/2/2019;HOMBRE;28;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;20/1/2019;HOMBRE;59;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;LESIONES;26/1/2019;MUJER;22;VENEZOLANO
ZONA 6;AZUAY;CUENCA;OTROS;3/1/2019;HOMBRE;21;ECUATORIANO
ZONA 1;ESMERALDAS;RIOVERDE;BOLETA DE APREMIO;25/2/2019;HOMBRE;31;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;25/2/2019;HOMBRE;24;ECUATORIANO
ZONA 7;LOJA;CATAMAYO;BOLETA DE AUXILIO;23/1/2019;HOMBRE;26;ECUATORIANO
ZONA 5;GUAYAS;BALAO;NOVEDADES;1/2/2019;HOMBRE;36;ECUATORIANO
ZONA 5;GUAYAS;BALZAR;BOLETA DE AUXILIO;5/2/2019;MUJER;27;ECUATORIANO
ZONA 7;EL ORO;HUAQUILLAS;LESIONES;2/3/2019;HOMBRE;21;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;5/1/2019;HOMBRE;34;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO A UNIDADES ECONOMICAS;3/1/2019;MUJER;16;ECUATORIANO
ZONA 5;BOLIVAR;GUARANDA;NOVEDADES;1/1/2019;HOMBRE;22;ECUATORIANO
ZONA 9;DMQ;QUITO;RECEPTACIÓN;29/1/2019;HOMBRE;24;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;NOVEDADES;2/2/2019;HOMBRE;37;ECUATORIANO
ZONA 6;AZUAY;CAMILO PONCE ENRIQUEZ;PATRULLAJES Y OPERATIVOS;29/1/2019;HOMBRE;79;ECUATORIANO
ZONA 5;LOS RIOS;BUENA FE;BOLETA DE APREMIO;27/2/2019;HOMBRE;57;ECUATORIANO
ZONA 9;DMQ;QUITO;RECEPTACIÓN;20/2/2019;HOMBRE;13;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLACIÓN;5/2/2019;HOMBRE;48;ECUATORIANO
ZONA 9;DMQ;QUITO;DAÑO A BIEN AJENO;23/2/2019;HOMBRE;19;ECUATORIANO
ZONA 6;AZUAY;CUENCA;BOLETA DE APREMIO;2/1/2019;HOMBRE;25;ECUATORIANO
ZONA 6;AZUAY;CUENCA;OTROS;3/1/2019;HOMBRE;39;ECUATORIANO
ZONA 4;MANABI;JARAMIJO;BOLETA DE AUXILIO;2/3/2019;HOMBRE;39;ECUATORIANO
ZONA 1;ESMERALDAS;QUININDE;BOLETA DE APREMIO;4/1/2019;HOMBRE;33;ECUATORIANO
ZONA 2;PICHINCHA;MEJIA;BOLETA DE APREMIO;24/1/2019;HOMBRE;44;ECUATORIANO
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;OTROS;4/2/2019;HOMBRE;35;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO A PERSONAS;25/1/2019;HOMBRE;16;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE DETENCIÓN/CAPTURA;24/1/2019;HOMBRE;20;ECUATORIANO
ZONA 5;SANTA ELENA;SALINAS;PROCEDIMIENTOS;4/2/2019;HOMBRE;38;ESPAÑOL
ZONA 4;MANABI;FLAVIO ALFARO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;23/2/2019;MUJER;34;ECUATORIANO
ZONA 5;GUAYAS;NARANJITO;OTROS;11/2/2019;HOMBRE;22;ECUATORIANO
ZONA 5;GUAYAS;NARANJITO;OTROS;11/2/2019;HOMBRE;20;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;ARMA DE FUEGO
ZONA 9;DMQ;QUITO;QUIEN OCASIONE PELEAS;31/1/2019;HOMBRE;23;ECUATORIANO
ZONA 5;GUAYAS;PLAYAS;NOVEDADES;4/1/2019;HOMBRE;38;ECUATORIANO
ZONA 5;LOS RIOS;BABAHOYO;BOLETA DE APREMIO;9/1/2019;HOMBRE;29;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;BOLETA DE DETENCIÓN/CAPTURA;9/1/2019;HOMBRE;53;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;10/2/2019;HOMBRE;38;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE AUXILIO;2/2/2019;HOMBRE;29;ECUATORIANO
ZONA 5;LOS RIOS;BABAHOYO;BOLETA DE APREMIO;25/2/2019;HOMBRE;35;ECUATORIANO
ZONA 1;SUCUMBIOS;SHUSHUFINDI;ROBO DOMICILIO;11/1/2019;HOMBRE;25;ECUATORIANO
ZONA 5;LOS RIOS;BABAHOYO;OTROS;23/1/2019;HOMBRE;28;ECUATORIANO
ZONA 2;PICHINCHA;CAYAMBE;NOVEDADES;8/1/2019;HOMBRE;20;ECUATORIANO
ZONA 9;DMQ;QUITO;ESTRATEGIAS POLICIALES;10/2/2019;HOMBRE;22;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE ARMAS DE FUEGO
ZONA 9;DMQ;QUITO;RECEPTACIÓN;20/2/2019;HOMBRE;SIN DATO;DOMINICANO
ZONA 9;DMQ;QUITO;OTROS;9/2/2019;HOMBRE;29;ECUATORIANO
ZONA 5;GUAYAS;NARANJAL;NOVEDADES;15/2/2019;HOMBRE;33;ECUATORIANO
ZONA 4;MANABI;EL CARMEN;BOLETA DE DETENCIÓN/CAPTURA;31/1/2019;HOMBRE;23;ECUATORIANO
ZONA 4;MANABI;MONTECRISTI;DAÑO A BIEN AJENO;23/2/2019;HOMBRE;20;ECUATORIANO
ZONA 4;MANABI;PORTOVIEJO;BOLETA DE APREMIO;8/1/2019;HOMBRE;43;ECUATORIANO
ZONA 5;GUAYAS;EMPALME;PATRULLAJES Y OPERATIVOS;3/3/2019;HOMBRE;36;ECUATORIANO
ZONA 1;CARCHI;TULCAN;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;20/1/2019;HOMBRE;42;COLOMBIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;24/1/2019;HOMBRE;19;COLOMBIANO
ZONA 1;CARCHI;TULCAN;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;27/2/2019;HOMBRE;33;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;10/2/2019;HOMBRE;38;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;1/2/2019;HOMBRE;26;ECUATORIANO
ZONA 2;PICHINCHA;PUERTO QUITO;BOLETA DE APREMIO;13/2/2019;HOMBRE;35;ECUATORIANO
ZONA 8;DMG;DURAN;BOLETA DE DETENCIÓN/CAPTURA;9/2/2019;HOMBRE;51;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE DETENCIÓN/CAPTURA;21/2/2019;MUJER;44;ECUATORIANO
ZONA 9;DMQ;QUITO;PATRULLAJES Y OPERATIVOS;19/1/2019;HOMBRE;47;ECUATORIANO
ZONA 8;DMG;DURAN;PRODUCCIÓN ILÍCITA DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;6/2/2019;HOMBRE;18;ECUATORIANO
ZONA 5;GUAYAS;SANTA LUCIA;RECEPTACIÓN;24/2/2019;HOMBRE;15;ECUATORIANO
