Zona;Subzona;Cantón;Presunta_Subinfracción;Fecha de Detención;Sexo;Edad;Nacionalidad
ZONA 9;DMQ;QUITO;NOVEDADES;10/4/2019;HOMBRE;41;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;10/4/2019;HOMBRE;41;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;10/4/2019;HOMBRE;39;ECUATORIANO
ZONA 9;DMQ;QUITO;PATRULLAJES Y OPERATIVOS;10/4/2019;HOMBRE;25;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;10/4/2019;HOMBRE;17;ECUATORIANO
ZONA 5;GUAYAS;SALITRE;NOVEDADES;10/4/2019;HOMBRE;31;ECUATORIANO
ZONA 5;LOS RIOS;BABAHOYO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;10/4/2019;HOMBRE;25;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ARMA DE FUEGO
ZONA 6;MORONA SANTIAGO;MORONA;HURTO;20/2/2019;HOMBRE;19;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;BOLETA DE DETENCIÓN/CAPTURA;10/4/2019;HOMBRE;54;ECUATORIANO
ZONA 2;PICHINCHA;PUERTO QUITO;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;10/4/2019;HOMBRE;30;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;BOLETA DE APREMIO;10/4/2019;HOMBRE;31;ECUATORIANO
ZONA 4;MANABI;EL CARMEN;NOVEDADES;10/4/2019;HOMBRE;33;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;10/4/2019;HOMBRE;23;ECUATORIANO
ZONA 9;DMQ;QUITO;ABUSO SEXUAL;10/4/2019;HOMBRE;46;ECUATORIANO
ZONA 2;PICHINCHA;PUERTO QUITO;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;10/4/2019;HOMBRE;33;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;10/4/2019;HOMBRE;SIN DATO;COLOMBIANO
ZONA 4;MANABI;MONTECRISTI;CONTRAVENCIONES DE PRIMERA CLASE;10/4/2019;HOMBRE;15;ECUATORIANO
ZONA 6;CAÑAR;LA TRONCAL;PROCEDIMIENTOS;10/4/2019;HOMBRE;41;ECUATORIANO
ZONA 2;PICHINCHA;MEJIA;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;10/4/2019;HOMBRE;24;ECUATORIANO
ZONA 9;DMQ;QUITO;NOVEDADES;10/4/2019;HOMBRE;20;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;NOVEDADES;10/4/2019;HOMBRE;63;ECUATORIANO
ZONA 5;GALAPAGOS;ISABELA;PATRULLAJES Y OPERATIVOS;10/4/2019;HOMBRE;27;ECUATORIANO
ZONA 7;LOJA;SARAGURO;PROCEDIMIENTOS;10/4/2019;HOMBRE;22;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE DETENCIÓN/CAPTURA;10/4/2019;HOMBRE;24;ECUATORIANO
ZONA 1;ESMERALDAS;SAN LORENZO;ROBO A PERSONAS;10/4/2019;HOMBRE;24;ECUATORIANO
ZONA 1;ESMERALDAS;SAN LORENZO;ROBO A PERSONAS;10/4/2019;HOMBRE;18;ECUATORIANO
ZONA 5;LOS RIOS;BUENA FE;RECEPTACIÓN;10/4/2019;HOMBRE;22;ECUATORIANO
ZONA 5;LOS RIOS;BUENA FE;RECEPTACIÓN;10/4/2019;HOMBRE;46;ECUATORIANO
ZONA 7;EL ORO;MACHALA;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;10/4/2019;HOMBRE;20;ECUATORIANO
ZONA 5;SANTA ELENA;SALINAS;ROBO DOMICILIO;10/4/2019;HOMBRE;32;ECUATORIANO
ZONA 5;GUAYAS;NARANJAL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;10/4/2019;HOMBRE;23;ECUATORIANO
ZONA 5;GUAYAS;NARANJAL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;10/4/2019;HOMBRE;31;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE AUXILIO;26/1/2019;HOMBRE;30;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;10/4/2019;HOMBRE;44;ECUATORIANO
ZONA 7;EL ORO;ARENILLAS;PROCEDIMIENTOS;10/4/2019;HOMBRE;25;ECUATORIANO
ZONA 5;SANTA ELENA;LA LIBERTAD;NOVEDADES;10/4/2019;HOMBRE;24;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE DETENCIÓN/CAPTURA;11/4/2019;HOMBRE;36;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE AUXILIO;11/4/2019;HOMBRE;26;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;NOVEDADES;10/4/2019;HOMBRE;55;ECUATORIANO
ZONA 3;TUNGURAHUA;AMBATO;OTROS;10/4/2019;HOMBRE;43;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE DETENCIÓN/CAPTURA;11/4/2019;HOMBRE;19;ECUATORIANO
ZONA 5;SANTA ELENA;LA LIBERTAD;NOVEDADES;10/4/2019;HOMBRE;28;ECUATORIANO
ZONA 9;DMQ;QUITO;OTROS;11/4/2019;HOMBRE;33;ECUATORIANO
ZONA 5;SANTA ELENA;SALINAS;VIOLENCIA SEXUAL CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;10/2/2019;HOMBRE;21;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;NOVEDADES;11/4/2019;HOMBRE;25;ECUATORIANO
ZONA 5;LOS RIOS;QUEVEDO;NOVEDADES;10/4/2019;HOMBRE;49;ECUATORIANO
ZONA 6;MORONA SANTIAGO;TAISHA;PROCEDIMIENTOS;11/4/2019;HOMBRE;52;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;10/4/2019;HOMBRE;31;ECUATORIANO
ZONA 5;LOS RIOS;BABA;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;11/4/2019;HOMBRE;22;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;11/4/2019;HOMBRE;21;ECUATORIANO
ZONA 6;AZUAY;GUALACEO;BOLETA DE AUXILIO;11/4/2019;HOMBRE;31;ECUATORIANO
ZONA 6;MORONA SANTIAGO;SUCUA;PROCEDIMIENTOS;11/4/2019;MUJER;46;ECUATORIANO
ZONA 4;MANABI;EL CARMEN;BOLETA DE APREMIO;11/4/2019;HOMBRE;26;ECUATORIANO
ZONA 5;GUAYAS;SAN JACINTO DE YAGUACHI;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;10/4/2019;HOMBRE;48;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA PSICOLÓGICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;10/4/2019;HOMBRE;31;ECUATORIANO
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;VIOLACIÓN DE PROPIEDAD PRIVADA;11/4/2019;HOMBRE;33;ECUATORIANO
ZONA 9;DMQ;QUITO;LESIONES;10/4/2019;HOMBRE;23;ECUATORIANO
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;PROCEDIMIENTOS;11/4/2019;HOMBRE;31;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;DELEGACION JUDICIAL;11/4/2019;HOMBRE;35;ECUATORIANO
ZONA 2;NAPO;QUIJOS;OTROS;10/4/2019;HOMBRE;23;COLOMBIANO
ZONA 2;NAPO;QUIJOS;OTROS;10/4/2019;HOMBRE;33;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ARMA DE FUEGO
ZONA 1;IMBABURA;IBARRA;PROCEDIMIENTOS;11/4/2019;HOMBRE;33;ECUATORIANO
ZONA 2;PICHINCHA;CAYAMBE;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;11/4/2019;HOMBRE;32;ECUATORIANO
ZONA 2;PICHINCHA;MEJIA;CONTRAVENCIONES DE CUARTA CLASE;11/4/2019;MUJER;22;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;RECEPTACIÓN;11/4/2019;HOMBRE;51;ECUATORIANO
ZONA 1;IMBABURA;OTAVALO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;10/4/2019;HOMBRE;SIN DATO;COLOMBIANO
ZONA 1;IMBABURA;OTAVALO;PATRULLAJES Y OPERATIVOS;11/4/2019;HOMBRE;SIN DATO;PERUANO
ZONA 1;IMBABURA;OTAVALO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;10/4/2019;HOMBRE;SIN DATO;COLOMBIANO
ZONA 1;IMBABURA;OTAVALO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;10/4/2019;MUJER;SIN DATO;COLOMBIANO
ZONA 7;EL ORO;PASAJE;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;11/4/2019;HOMBRE;40;ECUATORIANO
ZONA 5;GALAPAGOS;SANTA CRUZ;TODO EL QUE ULTRAJARE A UNA PERSONA CON BOFETADAS
ZONA 4;MANABI;MONTECRISTI;CONTRAVENCIONES DE PRIMERA CLASE;10/4/2019;HOMBRE;26;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;PRODUCCIÓN ILÍCITA DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;11/4/2019;MUJER;SIN DATO;VENEZOLANO
ZONA 8;DMG;GUAYAQUIL;PRODUCCIÓN ILÍCITA DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;11/4/2019;HOMBRE;39;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;BOLETA DE DETENCIÓN/CAPTURA;11/4/2019;HOMBRE;31;ECUATORIANO
ZONA 9;DMQ;QUITO;PROCEDIMIENTOS;10/4/2019;HOMBRE;56;ECUATORIANO
ZONA 6;AZUAY;CUENCA;NOVEDADES;11/4/2019;HOMBRE;32;ECUATORIANO
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;PROCEDIMIENTOS;11/4/2019;HOMBRE;36;ECUATORIANO
ZONA 2;NAPO;EL CHACO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;10/4/2019;HOMBRE;28;ECUATORIANO
ZONA 7;EL ORO;PASAJE;NOVEDADES;10/4/2019;HOMBRE;27;ECUATORIANO
ZONA 1;IMBABURA;OTAVALO;BOLETA DE DETENCIÓN/CAPTURA;11/4/2019;HOMBRE;28;ECUATORIANO
ZONA 5;SANTA ELENA;SANTA ELENA;BOLETA DE DETENCIÓN/CAPTURA;11/4/2019;HOMBRE;35;ECUATORIANO
ZONA 9;DMQ;QUITO;HURTO;10/4/2019;HOMBRE;31;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;11/4/2019;HOMBRE;22;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ASOCIACIÓN ILÍCITA;11/4/2019;HOMBRE;23;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ASOCIACIÓN ILÍCITA;11/4/2019;HOMBRE;48;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;11/4/2019;HOMBRE;31;ECUATORIANO
ZONA 2;NAPO;EL CHACO;ATAQUE O RESISTENCIA;10/4/2019;MUJER;54;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE DETENCIÓN/CAPTURA;11/4/2019;HOMBRE;54;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;11/4/2019;HOMBRE;57;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE DETENCIÓN/CAPTURA;11/4/2019;MUJER;29;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE DETENCIÓN/CAPTURA;11/4/2019;HOMBRE;26;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;RECEPTACIÓN;11/4/2019;HOMBRE;24;ECUATORIANO
ZONA 4;MANABI;JARAMIJO;EXTORSIÓN;11/4/2019;HOMBRE;36;ECUATORIANO
ZONA 4;MANABI;JARAMIJO;EXTORSIÓN;11/4/2019;HOMBRE;32;ECUATORIANO
ZONA 5;SANTA ELENA;SALINAS;BOLETA DE DETENCIÓN/CAPTURA;11/2/2019;HOMBRE;21;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;27/1/2019;HOMBRE;22;ECUATORIANO
ZONA 7;EL ORO;HUAQUILLAS;RECEPTACIÓN;10/4/2019;HOMBRE;24;ECUATORIANO
ZONA 3;COTOPAXI;SIGCHOS;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;11/4/2019;HOMBRE;23;ECUATORIANO
ZONA 4;MANABI;MONTECRISTI;BOLETA DE APREMIO;11/4/2019;HOMBRE;18;ECUATORIANO
ZONA 9;DMQ;QUITO;PATRULLAJES Y OPERATIVOS;10/4/2019;HOMBRE;SIN DATO;COLOMBIANO
ZONA 7;ZAMORA CHINCHIPE;ZAMORA;BOLETA DE APREMIO;11/4/2019;HOMBRE;53;ECUATORIANO
ZONA 1;ESMERALDAS;ESMERALDAS;VERIFICACION DE INFORMACION;10/4/2019;MUJER;23;ECUATORIANO
ZONA 6;AZUAY;CUENCA;ATAQUE O RESISTENCIA;10/4/2019;HOMBRE;19;ECUATORIANO
ZONA 7;EL ORO;HUAQUILLAS;RECEPTACIÓN;10/4/2019;HOMBRE;SIN DATO;VENEZOLANO
ZONA 6;AZUAY;CUENCA;ROBO DOMICILIO;11/4/2019;HOMBRE;40;ECUATORIANO
ZONA 6;AZUAY;CUENCA;ROBO DOMICILIO;11/4/2019;HOMBRE;29;ECUATORIANO
ZONA 6;AZUAY;CUENCA;ROBO DOMICILIO;11/4/2019;HOMBRE;26;ECUATORIANO
ZONA 7;EL ORO;HUAQUILLAS;RECEPTACIÓN;10/4/2019;HOMBRE;28;PERUANO
ZONA 7;EL ORO;HUAQUILLAS;RECEPTACIÓN;10/4/2019;HOMBRE;36;ECUATORIANO
ZONA 7;EL ORO;MACHALA;ROBO A PERSONAS;11/4/2019;HOMBRE;27;ECUATORIANO
ZONA 6;AZUAY;CUENCA;BOLETA DE AUXILIO;11/4/2019;HOMBRE;29;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;11/4/2019;HOMBRE;18;ECUATORIANO
ZONA 3;TUNGURAHUA;CEVALLOS;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;11/4/2019;HOMBRE;40;ECUATORIANO
ZONA 7;LOJA;GONZANAMA;DAÑO A BIEN AJENO;11/4/2019;HOMBRE;32;ECUATORIANO
ZONA 1;SUCUMBIOS;LAGO AGRIO;CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ;11/4/2019;HOMBRE;17;ECUATORIANO
ZONA 1;IMBABURA;OTAVALO;BOLETA DE DETENCIÓN/CAPTURA;11/4/2019;HOMBRE;28;ECUATORIANO
ZONA 9;DMQ;QUITO;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;11/4/2019;MUJER;44;ECUATORIANO
ZONA 1;IMBABURA;OTAVALO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;11/4/2019;HOMBRE;16;ECUATORIANO
ZONA 7;EL ORO;HUAQUILLAS;RECEPTACIÓN;10/4/2019;HOMBRE;38;ECUATORIANO
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;NOVEDADES;11/4/2019;HOMBRE;54;ECUATORIANO
ZONA 2;ORELLANA;LA JOYA DE LOS SACHAS;BOLETA DE APREMIO;11/4/2019;HOMBRE;33;ECUATORIANO
ZONA 8;DMG;DURAN;BOLETA DE DETENCIÓN/CAPTURA;11/4/2019;HOMBRE;40;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;BOLETA DE APREMIO;11/4/2019;HOMBRE;28;ECUATORIANO
ZONA 6;CAÑAR;LA TRONCAL;BOLETA DE DETENCIÓN/CAPTURA;11/4/2019;HOMBRE;20;ECUATORIANO
ZONA 1;IMBABURA;OTAVALO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;11/4/2019;MUJER;20;ECUATORIANO
ZONA 7;ZAMORA CHINCHIPE;YACUAMBI;ABIGEATO;11/4/2019;HOMBRE;31;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;RECEPTACIÓN;10/2/2019;HOMBRE;22;ECUATORIANO
ZONA 4;MANABI;MONTECRISTI;BOLETA DE APREMIO;11/4/2019;HOMBRE;38;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;BOLETA DE DETENCIÓN/CAPTURA;11/4/2019;MUJER;35;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;11/4/2019;HOMBRE;38;ECUATORIANO
ZONA 3;COTOPAXI;LATACUNGA;BOLETA DE DETENCIÓN/CAPTURA;11/4/2019;HOMBRE;34;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE DETENCIÓN/CAPTURA;11/4/2019;MUJER;48;ECUATORIANO
ZONA 5;GUAYAS;NARANJITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;11/4/2019;HOMBRE;20;ECUATORIANO
ZONA 5;GUAYAS;NOBOL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;11/4/2019;HOMBRE;20;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;PRODUCCIÓN ILÍCITA DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;10/4/2019;HOMBRE;31;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;11/4/2019;HOMBRE;24;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;11/4/2019;HOMBRE;SIN DATO;COLOMBIANO
ZONA 1;ESMERALDAS;ESMERALDAS;ROBO A PERSONAS;11/4/2019;HOMBRE;30;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;11/4/2019;HOMBRE;32;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;30/1/2019;HOMBRE;21;ECUATORIANO
ZONA 2;PICHINCHA;MEJIA;NOVEDADES;11/4/2019;HOMBRE;23;ECUATORIANO
ZONA 2;PICHINCHA;MEJIA;NOVEDADES;11/4/2019;HOMBRE;30;ECUATORIANO
ZONA 2;PICHINCHA;MEJIA;NOVEDADES;11/4/2019;MUJER;24;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;BOLETA DE DETENCIÓN/CAPTURA;11/4/2019;HOMBRE;25;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE DETENCIÓN/CAPTURA;11/4/2019;HOMBRE;30;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;BOLETA DE APREMIO;11/4/2019;HOMBRE;32;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;11/4/2019;HOMBRE;42;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;11/4/2019;HOMBRE;23;ECUATORIANO
ZONA 6;CAÑAR;LA TRONCAL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;11/4/2019;HOMBRE;30;ECUATORIANO
ZONA 2;PICHINCHA;MEJIA;NOVEDADES;11/4/2019;MUJER;37;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;11/4/2019;HOMBRE;40;ECUATORIANO
ZONA 2;NAPO;QUIJOS;HURTO;11/4/2019;MUJER;44;ECUATORIANO
ZONA 6;MORONA SANTIAGO;MORONA;BOLETA DE APREMIO;11/4/2019;HOMBRE;37;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;RECEPTACIÓN;11/4/2019;HOMBRE;25;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE DETENCIÓN/CAPTURA;11/4/2019;HOMBRE;29;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;11/4/2019;HOMBRE;28;ECUATORIANO
ZONA 2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;VIOLENCIA SEXUAL CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;11/4/2019;HOMBRE;32;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;11/4/2019;MUJER;41;ECUATORIANO
ZONA 5;LOS RIOS;BUENA FE;BOLETA DE DETENCIÓN/CAPTURA;11/4/2019;HOMBRE;22;ECUATORIANO
ZONA 9;DMQ;QUITO;ROBO A PERSONAS;11/4/2019;HOMBRE;34;ECUATORIANO
ZONA 2;PICHINCHA;CAYAMBE;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;11/4/2019;HOMBRE;21;ECUATORIANO
ZONA 1;IMBABURA;COTACACHI;BOLETA DE DETENCIÓN/CAPTURA;11/4/2019;HOMBRE;48;ECUATORIANO
ZONA 4;MANABI;CHONE;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;11/4/2019;MUJER;55;ECUATORIANO
ZONA 1;CARCHI;TULCAN;ATAQUE O RESISTENCIA;11/4/2019;HOMBRE;39;VENEZOLANO
ZONA 3;TUNGURAHUA;SANTIAGO DE PILLARO;ABIGEATO;11/4/2019;MUJER;25;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;PRODUCCIÓN ILÍCITA DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;10/4/2019;HOMBRE;21;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;PRODUCCIÓN ILÍCITA DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;10/4/2019;MUJER;16;VENEZOLANO
ZONA 1;CARCHI;TULCAN;OTROS;11/4/2019;MUJER;15;ECUATORIANO
ZONA 9;DMQ;QUITO;LOS QUE OFENDIEREN EL PUDOR;11/4/2019;MUJER;28;ECUATORIANO
ZONA 9;DMQ;QUITO;LOS QUE OFENDIEREN EL PUDOR;11/4/2019;MUJER;27;BOLIVIANO
ZONA 2;NAPO;TENA;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;11/4/2019;HOMBRE;54;ECUATORIANO
ZONA 6;AZUAY;CUENCA;BOLETA DE APREMIO;11/4/2019;HOMBRE;28;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;11/4/2019;HOMBRE;32;VENEZOLANO
ZONA 3;CHIMBORAZO;RIOBAMBA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;11/4/2019;HOMBRE;41;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;TRANSPORTE Y COMERCIALIZACIÓN ILÍCITOS Y TRÁFICO DE BIENES DEL PATRIMONIO CULTURAL;11/4/2019;HOMBRE;22;VENEZOLANO
ZONA 7;LOJA;GONZANAMA;DAÑO A BIEN AJENO;11/4/2019;HOMBRE;34;ECUATORIANO
ZONA 3;TUNGURAHUA;SANTIAGO DE PILLARO;ABIGEATO;11/4/2019;MUJER;21;ECUATORIANO
ZONA 9;DMQ;QUITO;BOLETA DE APREMIO;11/4/2019;HOMBRE;48;ECUATORIANO
ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;BOLETA DE DETENCIÓN/CAPTURA;11/4/2019;HOMBRE;55;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;11/4/2019;HOMBRE;39;COLOMBIANO
ZONA 2;NAPO;TENA;OTROS;11/4/2019;HOMBRE;25;ECUATORIANO
ZONA 7;LOJA;LOJA;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;11/4/2019;HOMBRE;21;ECUATORIANO
ZONA 3;TUNGURAHUA;SANTIAGO DE PILLARO;ABIGEATO;11/4/2019;HOMBRE;16;ECUATORIANO
ZONA 6;MORONA SANTIAGO;SUCUA;VIOLACIÓN;11/4/2019;HOMBRE;15;ECUATORIANO
ZONA 1;IMBABURA;IBARRA;BOLETA DE DETENCIÓN/CAPTURA;11/4/2019;HOMBRE;34;ECUATORIANO
ZONA 5;SANTA ELENA;LA LIBERTAD;BOLETA DE AUXILIO;11/4/2019;HOMBRE;21;VENEZOLANO
ZONA 5;LOS RIOS;BABA;CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE;11/4/2019;HOMBRE;48;ECUATORIANO
ZONA 8;DMG;GUAYAQUIL;ROBO A PERSONAS;11/4/2019;HOMBRE;55;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;11/4/2019;HOMBRE;39;ECUATORIANO
ZONA 5;GUAYAS;EMPALME;ABUSO DE CONFIANZA;11/4/2019;HOMBRE;25;ECUATORIANO
ZONA 5;GUAYAS;EMPALME;ABUSO DE CONFIANZA;11/4/2019;HOMBRE;48;ECUATORIANO
ZONA 5;GUAYAS;EMPALME;ABUSO DE CONFIANZA;11/4/2019;HOMBRE;45;ECUATORIANO
ZONA 5;GUAYAS;PLAYAS;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;11/4/2019;HOMBRE;55;ECUATORIANO
ZONA 9;DMQ;QUITO;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;11/4/2019;HOMBRE;39;ECUATORIANO
ZONA 3;CHIMBORAZO;RIOBAMBA;BOLETA DE APREMIO;11/4/2019;HOMBRE;25;ECUATORIANO
